Key,brazilian
ulmStorageWoodCrate1,"Caixa de madeira"
ulmStorageWoodCrate1Desc,"Uma caixa resistente feita de madeira."
ulmStorageWoodCrate1Secure,"Caixa de madeira segura"
ulmStorageWoodCrate1SecureDesc,"[decea3]Pode ser trancado.[-]\nUma caixa resistente feita de madeira."
ulmStorageWoodCrate1Signed,"Caixa de madeira inscritível"
ulmStorageWoodCrate1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUma caixa resistente feita de madeira."
ulmStorageWoodVariantHelper,"Caixa de Armazenamento de Madeira"
ulmStorageWoodVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias soluções de armazenamento feitas de madeira."
ulmStorageIronChest1,"Baú de Ferro"
ulmStorageIronChest1Desc,"Baú muito resistente feito de ferro."
ulmStorageIronChest1Secure,"Baú de Ferro seguro"
ulmStorageIronChest1SecureDesc,"[decea3]Pode ser trancado.[-]\nBaú muito resistente feito de ferro."
ulmStorageIronChest1Signed,"Baú de Ferro inscritível"
ulmStorageIronChest1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nBaú muito resistente feito de ferro."
ulmStorageIronCrate1,"Caixa de Ferro"
ulmStorageIronCrate1Desc,"Recipiente muito resistente feito de ferro."
ulmStorageIronCrate1Signed,"Caixa de Ferro segura"
ulmStorageIronCrate1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nRecipiente muito resistente feito de ferro."
ulmStorageIronCrate2,"Caixa de Ferro"
ulmStorageIronCrate2Desc,"Recipiente muito resistente feito de Ferro."
ulmStorageIronCrate2Secure,"Caixa de Ferro segura"
ulmStorageIronCrate2SecureDesc,"[decea3]Pode ser trancado.[-]\nRecipiente muito resistente feito de Ferro."
ulmStorageIronCrate2Signed,"Caixa de Ferro inscritível"
ulmStorageIronCrate2SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nRecipiente muito resistente feito de Ferro."
ulmStorageIronBarrel1,"Tambor de Ferro"
ulmStorageIronBarrel1Desc,"Recipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronBarrel1Secure,"Tambor de Ferro seguro"
ulmStorageIronBarrel1SecureDesc,"[decea3]Pode ser trancado.[-]\nRecipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronBarrel1Signed,"Tambor de Ferro inscritível"
ulmStorageIronBarrel1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nRecipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronBarrel2,"Tambores de Ferro"
ulmStorageIronBarrel2Desc,"Recipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronBarrel2Secure,"Tambores de Ferro seguro"
ulmStorageIronBarrel2SecureDesc,"[decea3]Pode ser trancado.[-]\nRecipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronVariantHelper,"Caixa de Armazenamento de Ferro"
ulmStorageIronVariantHelperDesc,"[decea3]Tem vários formatos[-]\nVárias soluções de armazenamento feitas de Ferro.Recipiente redondo muito resistente e espaçoso feito de ferro."
ulmStorageIronDoubleCrate1,"Caixa de Ferro grande"
ulmStorageIronDoubleCrate1Desc,"Recipiente muito resistente e espaçoso feito de Ferro."
ulmStorageIronDoubleCrate1Signed,"Caixa de Ferro grande inscritível"
ulmStorageIronDoubleCrate1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nRecipiente muito resistente e espaçoso feito de Ferro."
ulmStorageIronDoubleCrate2,"Caixa de Ferro grande"
ulmStorageIronDoubleCrate2Desc,"Recipiente muito resistente e espaçoso feito de Ferro."
ulmStorageIronDoubleCrate2Secure,"Caixa de Ferro grande segura"
ulmStorageIronDoubleCrate2SecureDesc,"[decea3]Pode ser trancado.[-]\nRecipiente muito resistente e espaçoso feito de Ferro."
ulmStorageIronDoubleCrate2Signed,"Caixa de Ferro grande inscritível"
ulmStorageIronDoubleCrate2SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nRecipiente muito resistente e espaçoso feito de Ferro."
ulmStorageIronDoubleVariantHelper,"Caixa de Armazenamento de Ferro Grande"
ulmStorageIronDoubleVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias soluções de armazenamento espaçosas feitas de Ferro."
ulmStorageSteelCrate1,"Caixa de aço"
ulmStorageSteelCrate1Desc,"Um recipiente resistente e espaçoso feito de aço."
ulmStorageSteelCrate1Secure,"Caixa de aço segura"
ulmStorageSteelCrate1SecureDesc,"[decea3]Can be locked.[-]\nUm recipiente resistente e espaçoso feito de aço."
ulmStorageSteelCrate1Signed,"Caixa de aço inscritível"
ulmStorageSteelCrate1SignedDesc,"[decea3]Um recipiente resistente e espaçoso feito de aço.[-]\nUm tipo de armazenamento que pode ter um nome para identificar."
ulmStorageSteelBarrel1,"Tambor de aço"
ulmStorageSteelBarrel1Desc,"Um recipiente resistente e espaçoso feito de aço."
ulmStorageSteelBarrel1Secure,"Tambor de aço seguro"
ulmStorageSteelBarrel1SecureDesc,"[decea3]Can be locked.[-]\nUm recipiente resistente e espaçoso feito de aço."
ulmStorageSteelVariantHelper,"Caixa de Armazenamento de aço"
ulmStorageSteelVariantHelperDesc,"[decea3]Tem vários formatos[-]\nVárias soluções de armazenamento feitas de aço."
ulmStorageSteelDoubleCrate1,"Caixa de Armazenamento de aço grande"
ulmStorageSteelDoubleCrate1Desc,"Um recipiente resistente e muito espaçoso feito de aço."
ulmStorageSteelDoubleCrate1Secure,"Caixa de Armazenamento de aço grande seguro"
ulmStorageSteelDoubleCrate1SecureDesc,"[decea3]Can be locked.[-]\nUm recipiente resistente e espaçoso feito de aço."
ulmStorageSteelDoubleCrate1Signed,"Caixa de Armazenamento de aço grande inscritível"
ulmStorageSteelDoubleCrate1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUm tipo de armazenamento que pode ter um nome para identificar.tough and spacious container made out of Steel."
ulmStorageSteelDoubleCrate2,"Caixa de Armazenamento de aço grande"
ulmStorageSteelDoubleCrate2Desc,"Um recipiente resistente e muito espaçoso feito de aço."
ulmStorageSteelDoubleCrate2Secure,"Caixa de Armazenamento de aço grande seguro"
ulmStorageSteelDoubleCrate2SecureDesc,"[decea3]Can be locked.[-]\nUm recipiente resistente e espaçoso feito de aço."
ulmStorageSteelDoubleCrate2Signed,"Caixa de Armazenamento de aço grande inscritível"
ulmStorageSteelDoubleCrate2SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUm tipo de armazenamento que pode ter um nome para identificar.tough and spacious container made out of Steel."
ulmStorageSteelDoubleVariantHelper,"Caixa de Armazenamento de aço grande"
ulmStorageSteelDoubleVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias soluções de armazenamento espaçosas feitas de aço."
ulmStorageTitaniumCrate1,"Caixa de titânio"
ulmStorageTitaniumCrate1Desc,"Um recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumCrate1Secure,"Caixa de titânio segura"
ulmStorageTitaniumCrate1SecureDesc,"[decea3]Pode ser trancado.[-]\nUm recipiente muito resistente e espaçoso feito de Titânio."
ulmStorageTitaniumCrate1Signed,"Caixa de titânio inscritível"
ulmStorageTitaniumCrate1SignedDesc,"[decea3]Pode ser nomeada e trancada.[-]\nUm recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumBarrel1,"Tambor de Titânio"
ulmStorageTitaniumBarrel1Desc,"Um recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumBarrel1Secure,"Tambor de Titânio seguro"
ulmStorageTitaniumBarrel1SecureDesc,"[decea3]Pode ser trancado.[-]\nUm recipiente muito resistente e espaçoso feito de Titânio."
ulmStorageTitaniumBarrel1Signed,"Tambor de Titânio inscritível"
ulmStorageTitaniumBarrel1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUm recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumVariantHelper,"Caixa de Armazenamento de Titânio"
ulmStorageTitaniumVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias soluções de armazenamento feitas de titânio."
ulmStorageTitaniumDoubleCrate1,"Caixa de Armazenamento de Titânio grande"
ulmStorageTitaniumDoubleCrate1Desc,"Um recipiente muito resistente e muito espaçoso feito de titânio."
ulmStorageTitaniumDoubleCrate1Secure,"Caixa de Armazenamento de Titânio grande seguro"
ulmStorageTitaniumDoubleCrate1SecureDesc,"[decea3]Pode ser trancado.[-]\nUm recipiente muito resistente e espaçoso feito de Titânio."
ulmStorageTitaniumDoubleCrate1Signed,"Caixa de Armazenamento de Titânio grande inscritível"
ulmStorageTitaniumDoubleCrate1SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUm recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumDoubleCrate2,"Caixa de Armazenamento de Titânio grande"
ulmStorageTitaniumDoubleCrate2Desc,"Um recipiente muito resistente e muito espaçoso feito de titânio."
ulmStorageTitaniumDoubleCrate2Secure,"Caixa de Armazenamento de Titânio grande seguro"
ulmStorageTitaniumDoubleCrate2SecureDesc,"[decea3]Pode ser trancado.[-]\nUm recipiente muito resistente e espaçoso feito de Titânio."
ulmStorageTitaniumDoubleCrate2Signed,"Caixa de Armazenamento de Titânio grande inscritível"
ulmStorageTitaniumDoubleCrate2SignedDesc,"[decea3]Pode ser renomeada e trancada.[-]\nUm recipiente muito resistente e espaçoso feito de titânio."
ulmStorageTitaniumDoubleVariantHelper,"Caixa de Armazenamento de Titânio grande"
ulmStorageTitaniumDoubleVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias soluções de armazenamento feitas de titânio."
ulmBlockElevatorPlatform2,"Plataforma do Elevador (2 Andares)"
ulmBlockElevatorPlatform2Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform3,"Plataforma do Elevador (3 Andares)"
ulmBlockElevatorPlatform3Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform4,"Plataforma do Elevador (4 Andares)"
ulmBlockElevatorPlatform4Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform5,"Plataforma do Elevador (5 Andares)"
ulmBlockElevatorPlatform5Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform6,"Plataforma do Elevador (6 Andares)"
ulmBlockElevatorPlatform6Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Luminária de Prata"
ulmLightCeiling02BrassPlayer,"Luminária de Latão"
ulmLightCeiling04Player,"Luz de teto do armazém"
ulmLightCeiling05Player,"Luminária de Vidro e Prata"
ulmLightCeiling05BrassPlayer,"Luminária de Vidro e Latão"
ulmLightCeilingFanPlayer,"Ventilador de teto com luz"
ulmLightChandelierFanPlayer,"Lustre"
ulmLightDeskLampPlayer,"Luminária de Escrivaninha"
ulmLightEndTablePlayer,"Mesa de Cabeceira com Abajur"
ulmLightFluorescentPlayer,"Luz Fluorescente"
ulmLightFlashlightPlayer,"Lanterna Industrial"
ulmLightPorch01Player,"Luz externa antiga"
ulmLightPorch04Player,"Luz externa de ferro"
ulmLightPorch04BrassPlayer,"Luz externa cobre"
ulmLightRecessedPlayer,"Luz embutida"
ulmLightRoadBarricadePlayer,"Barricada de estrada iluminada"
ulmLightRoadBarricadePlayerDesc,"Possui bateria interna para gerar energia suficiente para manter as luzes acesas."
ulmLightSconcePlayer,"Arandela"
ulmLightSignExitPlayer,"Placa de Saída"
ulmLightSignOpen,"Placa 'Open'"
ulmLightSignPillsLogoPlayer,"Placa Luminosa da Pills grande"
ulmLightSignPillsLogoSmallPlayer,"Placa Luminosa da Pills"
ulmLightStreetLampClassicPlayer,"Poste de Luz Clássico"
ulmLightTableLampPlayer,"Lâmpada de Mesa"
ulmLightTrackPlayer,"Trilho de Luz"
ulmLightWall01Player,"Luz externa do Armazém"
ulmLightWorkLampPlayer,"Iluminação de Construção"
ulmLightXRayDisplay1Player,"Tela de Raio-X A"
ulmLightXRayDisplay2Player,"Tela de Raio-X B"
ulmStreetLight01Player,"Luz de poste"
ulmStreetLight02Player,"Luz de poste dupla"
ulmStreetLight03Player,"Luz de poste tripla"
ulmStreetLight04Player,"Luz de poste quádrupla"
ulmFluorescentLightPlayer,"Ponto de luz"
ulmFluorescentLightBrokenPlayer,"Luz Fluorescente de Sobrepor Quebrada"
ulmBlockResourceCarBattery,"Bateria de carro"
ulmBlockResourceCarBatteryDesc,"Para construção de POI"
ulmBlockResourceCarBatteryCentered,"Bateria de carro (centralizada)"
ulmBlockResourceCarBatteryCenteredDesc,"Para construção de POI"
ulmBlockResourceCarBatteryCorner,"Bateria de carro (canto)"
ulmBlockResourceCarBatteryCornerDesc,"Para construção de POI"
ulmBlockResourcePropaneTank,"Tanque de Gasolina"
ulmBlockResourcePropaneTankDesc,"Altamente inflamável.\nUsado para fabricar fornos de trabalho e estações de química avançada que não requerem combustível queimável. [FF6A00]Cuidado: A atualização da Estação Química existente removerá todos os itens dos slots de combustível, ferramenta e saída.[-]"
ulmBlockResourceWaterTank,"Tanque de Água"
ulmBlockResourceWaterTankDesc,"Um tanque cheio de água. Você pode usá-lo para criar ou conectar a uma torneira existente (requer uma chave inglesa) no mundo para que possa ser usado para encher seus recipientes de água vazios."
ulmBlockWireStrippers,"Alicate"
ulmBlockWireStrippersDesc,"Para construção de POI"
ulmSignMonitorScreenStand,"Tela de Informações"
ulmSignMonitorScreenStandDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenStandCentered,"Tela de Informações"
ulmSignMonitorScreenStandCenteredDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenStandBottom,"Tela de informações"
ulmSignMonitorScreenStandBottomDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenSmallBottom,"Tela de informações"
ulmSignMonitorScreenSmallBottomDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenSmallCenter,"Tela de informações"
ulmSignMonitorScreenSmallCenterDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenSmallTop,"Tela de informações"
ulmSignMonitorScreenSmallTopDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenLargeBottom,"Tela de informações grande"
ulmSignMonitorScreenLargeBottomDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenLargeCenter,"Tela de informações grande"
ulmSignMonitorScreenLargeCenterDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreenLargeTop,"Tela de informações grande"
ulmSignMonitorScreenLargeTopDesc,"Você pode personalizar o texto exibido nesta tela."
ulmSignMonitorScreensVariantHelper,"Telas de Informações"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]Tem várias formas[-]\nVárias telas de informações nas quais você pode escrever suas mensagens personalizadas."
ulmSignConsoleScreen,"Totem de informação"
ulmSignConsoleScreenDesc,"Você pode personalizar o texto exibido neste totem."
ulmSignConsoleScreenCentered,"Totem de informação, centralizado"
ulmSignConsoleScreenCenteredDesc,"Você pode personalizar o texto exibido neste totem."
ulmSignConsoleScreenVariantHelper,"Totens de informação"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]Tem várias formas[-]\nTotens de informações nos quais você pode escrever suas mensagens personalizadas."
ulmStationArtisan_1,"Mesa do Artesão"
ulmStationArtisan_1Desc,"Local de trabalho para criar vários tipos de blocos de construção e decorativos."
ulmStationArtisan_2,"Mesa do Artesão (Nível 2)"
ulmStationArtisan_2Desc,"Local de trabalho aprimorado para criar vários tipos de blocos de construção e decorativos."
ulmStationBallistics_1,"Mesa de Balística"
ulmStationBallistics_1Desc,"Local de trabalho para manuseio, montagem e fabricação de munição."
ulmStationBallistics_2,"Mesa de Balística (Nível 2)"
ulmStationBallistics_2Desc,"Local de trabalho para manuseio, montagem e fabricação de munição."
ulmStationCarpenter_1,"Mesa de Carpintaria"
ulmStationCarpenter_1Desc,"Local de trabalho para criar itens e móveis à base de madeira."
ulmStationCarpenter_2,"Mesa de Carpintaria (Nível 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] Menos recursos usados\n[decea3]15%[-] Fabricação mais rápida. Menos desperdício de fabricação: produza mais recursos."
ulmStationCarpenter_3,"Mesa de Carpintaria (Nível 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] Menos recursos usados\n[decea3]30%[-] Fabricação mais rápida. Menos desperdício de fabricação: produza mais recursos."
ulmStationChemistry_1,"Estação de Química"
ulmStationChemistry_1Desc,"Misture e prepare todos os tipos de misturas e produtos químicos."
ulmStationDisassembly_1,"Estação de Desmontagem"
ulmStationDisassembly_1Desc,"Local de trabalho para desmontar vários itens ou blocos complexos."
ulmStationEvent_1,"Estação de Festividades"
ulmStationEvent_1Desc,"Local de trabalho para criar várias decorações relacionadas a eventos festivos."
ulmStationForge_1,"Forja"
ulmStationForge_1Desc,"Local de trabalho para processamento de vários bits e lingotes de metal."
ulmStationForge_2,"Forja (Nível 2)"
ulmStationForge_2Desc,"Permite moldar aço e titânio."
ulmStationFurnace_1,"Fornalha"
ulmStationFurnace_1Desc,"Local de trabalho para elaboração de lingotes de metal, tijolos e cimento."
ulmStationFurnace_2,"Fornalha (Nível 2)"
ulmStationFurnace_2Desc,"Permite a fundição de prata, ouro, aço e titânio em lingotes."
ulmStationMaintenance_1,"Estação de Manutenção"
ulmStationMaintenance_1Desc,"Permite reparo e atualização de itens"
ulmStationMaintenance_2,"Estação de Manutenção (Nível 2)"
ulmStationMaintenance_2Desc,"Permite reparo e atualização de itens"
ulmStationMaintenance_3,"Estação de Manutenção (Nível 3)"
ulmStationMaintenance_3Desc,"Permite reparo e atualização de itens"
ulmStationMechanic_1,"Mesa de Mecânico"
ulmStationMechanic_1Desc,"Local de trabalho para criação de veículos básicos como bicicletas, minimotos, motocicletas, suas peças e mods."
ulmStationMechanic_2,"Mesa de Mecânico (Nível 2)"
ulmStationMechanic_2Desc,"Local de trabalho para criação de veículos avançados como carros, caminhões, suas peças e mods."
ulmStationMortarAndPestle_1,"Pilão de pedra"
ulmStationMortarAndPestle_1Desc,"Local de trabalho para moer vários itens em pó."
ulmStationRepair_T,"Estação de reparo do comerciante"
ulmStationRepair_TDesc,"Permite o reparo pelo preço de algumas moedas."
ulmStationResearch_1,"Estação de Pesquisa"
ulmStationResearch_1Desc,"Local de trabalho para pesquisar tecnologias e projetos de nível 1."
ulmStationResearch_2,"Estação de Pesquisa (Nível 2)"
ulmStationResearch_2Desc,"Local de trabalho para pesquisar tecnologias e projetos de nível 2."
ulmStationResearch_3,"Estação de Pesquisa (Nível 3)"
ulmStationResearch_3Desc,"Local de trabalho para pesquisar tecnologias e projetos de nível 3."
ulmStationTailor_1,"Estação do alfaiate"
ulmStationTailor_1Desc,"Local de trabalho para confecção de tecidos, roupas e armaduras."
ulmStationWorkbench_1,"Bancada de Trabalho"
ulmStationWorkbench_1Desc,"Permite que você crie itens ou blocos básicos."
ulmStationWorkbench_2,"Bancada de Trabalho (Nível 2)"
ulmStationWorkbench_2Desc,"Permite que você crie itens ou blocos aprimorados e básicos"
ulmStationWorkbench_3,"Bancada de Trabalho (Nível 3)"
ulmStationWorkbench_3Desc,"Permite que você crie os itens e blocos mais avançados, aprimorados e básicos."
workbench3DPrinter,"Impressora 3D"
workbench3DPrinterDesc,"Local de trabalho para impressão de peças de vários filamentos à base de polímeros."
workbenchBackpackDesc,"Pode criar os itens mais básicos, que não requerem ferramentas especializadas."
WorkbenchCampfire2,"Fogueira (Nível 2)"
WorkbenchCampfire3,"Fogueira (Nível 3)"
WorkbenchCampfire4,"Fogueira (Nível 4)"
workbenchCementMixerDesc,"Ajuda você a criar materiais como concreto ou asfalto."
workbenchFarming,"Bancada de Agricultores"
workbenchFarmingDesc,"Local de trabalho para criar sementes, fertilizantes, vasos etc."
workbenchTableSawDesc,"Crie móveis, formatos avançados e decorações para sua base."
workbenchTannery,"Curtume"
workbenchTanneryDesc,"Local de trabalho para secagem e preparação de couros para processamento posterior."
ulmContainerTest,"Gabinete"
ulmContainerTest2,"Escrivaninha"
ulmContainerBagDuffle,"Bolsa de Viagem"
ulmContainerBagDuffleDesc,"Um recipiente comum para armazenar alguns itens."
ulmContainerSafeWallEmpty,"Cofre de parede"
ulmContainerSmallSafeVariantHelper,"Cofre Pequeno"
ulmContainerSmallSafeVariantHelperDesc,"Armazenamento pequeno, mas seguro para guardar seus objetos de valor.\n[808080]Contém várias formas.[-]"
ulmDecoChristmasTree,"Árvore de Natal"
ulmDecoIronTable,"Mesa de Ferro"
ulmDecoIronTableDesc,"Uma mesa de ferro resistente feita de placas de ferro, tubos e outras peças de ferro."
ulmDecoLogTable,"Mesa de Madeira"
ulmDecoLogTableDesc,"Uma mesa primitiva feita de toras e tábuas básicas como superfície."
ulmDecoPresentBox01a,"Caixa de presente"
ulmDecoPresentBox01b,"Caixa de presente"
ulmDecoPresentBox01c,"Caixa de presente"
ulmDecoPresentBox01d,"Caixa de presente"
ulmDecoPresentBox02a,"Caixa de presente"
ulmDecoPresentBox02b,"Caixa de presente"
ulmDecoPresentBox02c,"Caixa de presente"
ulmDecoPresentBox02d,"Caixa de presente"
ulmDecoPresentBox03a,"Caixa de presente"
ulmDecoPresentBox03b,"Caixa de presente"
ulmDecoPresentBox03c,"Caixa de presente"
ulmDecoPresentBox03d,"Caixa de presente"
ulmDecoPresentBox04a,"Caixa de presente"
ulmDecoPresentBox04b,"Caixa de presente"
ulmDecoPresentBox04c,"Caixa de presente"
ulmDecoPresentBox04d,"Caixa de presente"
ulmDecoPresentBox05a,"Caixa de presente"
ulmDecoPresentBox05b,"Caixa de presente"
ulmDecoPresentBox05c,"Caixa de presente"
ulmDecoPresentBox06a,"Caixa de presente"
ulmDecoPresentBox06b,"Caixa de presente"
ulmDecoPresentBoxVariantHelper,"Caixa de presente"
ulmDecoSnowman01,"Boneco de Neve"
ulmDecoSnowman02,"Boneco de Neve"
ulmDecoSnowmanVariantHelper,"Boneco de Neve"
ulmDecoSquirrelTexCubSF,"Esquilo de pelúcia"
ulmDecoSquirrelTexCubSFDesc,"Lembro de uma vez brincar com um brinquedo assim. Você pode decorar sua base com ele, queimá-lo ou sucatea-lo."
ulmDecoToySquirrel,"Esquilo de pelúcia"
ulmDecoToySquirrelDesc,"Lembro de uma vez brincar com um brinquedo assim. Você pode decorar sua base com ele, queimá-lo ou sucatea-lo."
ulmDoorClassic01aSingle,"Porta de casa 1-A"
ulmDoorClassic01aDouble,"Porta de casa dupla 1-A"
ulmDoorClassic01aSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01bSingle,"Porta de casa 1-B"
ulmDoorClassic01bDouble,"Porta de casa dupla 1-B"
ulmDoorClassic01bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01cSingle,"Porta de casa 1-C"
ulmDoorClassic01cDouble,"Porta de casa dupla 1-C"
ulmDoorClassic01cSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01cDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01dSingle,"Porta de casa 1-D"
ulmDoorClassic01dDouble,"Porta de casa dupla 1-D"
ulmDoorClassic01dSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01dDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01eSingle,"Porta de casa 1-E"
ulmDoorClassic01eDouble,"Porta de casa dupla 1-E"
ulmDoorClassic01eSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01eDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01fSingle,"Porta de casa 1-F"
ulmDoorClassic01fDouble,"Porta de casa dupla 1-F"
ulmDoorClassic01fSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01fDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01gSingle,"Porta de casa 1-G"
ulmDoorClassic01gDouble,"Porta de casa dupla 1-G"
ulmDoorClassic01gSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorClassic01gDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorModern01aSingle,"Porta moderna de casa 1-A"
ulmDoorModern01aDouble,"Porta moderna dupla de casa 1-A"
ulmDoorModern01aSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorModern01aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorModern01bSingle,"Porta moderna 1-B"
ulmDoorModern01bDouble,"Porta moderna dupla 1-B"
ulmDoorModern01bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorModern01bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial01aSingle,"Porta Industrial 1-A"
ulmDoorIndustrial01aDouble,"Porta Industrial Dupla 1-A"
ulmDoorIndustrial01aSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial01aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial01bSingle,"Porta Industrial 1-B"
ulmDoorIndustrial01bDouble,"Porta Industrial Dupla 1-B"
ulmDoorIndustrial01bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial01bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02aSingle,"Porta Industrial 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Porta Industrial 2-A"
ulmDoorIndustrial02aSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02aDouble,"Porta Industrial Dupla 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Porta Industrial Dupla 2-A"
ulmDoorIndustrial02aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02bSingle,"Porta Industrial 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Porta Industrial 2-B"
ulmDoorIndustrial02bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02bDouble,"Porta Industrial Dupla 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Porta Industrial Dupla 2-B"
ulmDoorIndustrial02bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02cSingle,"Porta Industrial 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Porta Industrial 2-C"
ulmDoorIndustrial02cSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02cDouble,"Porta Industrial Dupla 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Porta Industrial Dupla 2-C"
ulmDoorIndustrial02cDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03aDouble,"Porta Industrial Dupla 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"Porta Industrial Dupla 3-A"
ulmDoorIndustrial03aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03aDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03bSingle,"Porta Industrial 2-B"
